FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
3,2.45679012345679,14.103825136612,9.28666666666667,9.70860927152318,14.489932885906,1.72244814030156,0.940205303621246,10.3908629441624,9.32758620689655,5.07142857142857,0,0,0,0,0,0,0,0,1.2530809982856,-0.16468253968254,0.570886991382313,0.433333333333333
0.513513513513513,0.548387096774194,14.5892857142857,10.521472392638,11.493670886076,17.2836879432624,1.18692671539307,0.7149281201852,10.8798076923077,7.28888888888889,3.22,0,0,0,0,0,0,0,0,0.304573512906846,-1.1130105449071,0.514348106623083,0.666666666666667
0.940740740740741,1.57317073170732,13.7272727272727,14.3717948717949,14.8244680851064,16.5983606557377,0.884813175060948,1.08108465608466,11.37899543379,5.03125,6.93333333333333,0,0,0,0,0,0,0,0,-0.656009778909799,0.545454545454545,-0.355918407705075,-0.313127745270602
0.979020979020979,0.893491124260355,14.1,18.1170731707317,13.5584415584416,12.3174603174603,1.13072166317103,1.81397998985838,11.8728070175439,7.22608695652174,9.6031746031746,0,0,0,0,0,0,0,0,0.0494089071855904,0.639329128343909,-0.552793771161261,-0.0771433727774885
0.505154639175258,0.526086956521739,17.093896713615,17.6108108108108,12.2903225806452,14.6629834254144,1.29514559090833,1.21088428568122,13.0401785714286,6.24324324324324,7.484375,0,0,0,0,0,0,0,0,0.183705174927451,0.0950267127646535,0.0827783562533185,-0.0434513826790036
0.536082474226804,0.933333333333333,18.551724137931,16.5230769230769,13.4871794871795,14.7181208053691,1.19402065126104,1.10702036762052,14.3165137614679,7.90178571428571,7.30952380952381,0,0,0,0,0,0,0,0,0.130714572537361,-0.181937806753611,0.124769230421442,0.017463630528277
0.96551724137931,1.59459459459459,21.3369565217391,16.8768472906404,15.9866666666667,14.5034013605442,1.19550775680404,1.61857382288655,15.5045871559633,6.27272727272727,7.30973451327434,0,0,0,0,0,0,0,0,0.0905480830838026,0.338448426662215,-0.411416469113113,-0.0505393524560786
1.80833333333333,1.02597402597403,23.3942857142857,19.2303921568627,17.6208530805687,15.6467065868263,1.60392363591092,1.17179490314511,16.4074074074074,8.83529411764706,5.62096774193548,0,0,0,0,0,0,0,0,0.26708832453876,0.044908430704569,0.460530312476177,0.0947318990042592
0.549450549450549,1.57471264367816,22.497005988024,18.4156626506024,19.1890547263682,17.8791208791209,1.18739093976611,1.10355582615612,17.3935185185185,7.06451612903226,5.43452380952381,0,0,0,0,0,0,0,0,0.00567927192417543,0.0098617240538291,0.075614930064109,0.0374319859393411
0.523809523809524,2.42391304347826,22.8829787234043,16.2743902439024,20.9100529100529,22.9622641509434,1.12246358501283,1.15132982038426,18.5,4.75903614457831,6.40588235294118,0,0,0,0,0,0,0,0,0.0647830407969787,-0.255798570414155,-0.0460727297158544,-0.0472756736905988
0.536082474226804,0.916666666666667,24.8843930635838,17.5128205128205,23.7150837988827,28.3364485981308,1.08805613993763,0.98089974512946,20.0309734513274,3.8125,5.83035714285714,0,0,1,0,0,0,0,0,0.00252727081961241,-0.7096422324277,0.214932094372509,-0.0376658462613068
1.16666666666667,0.526086956521739,26.5449101796407,20.9294871794872,25.5666666666667,27.1228070175439,1.20655321159343,1.06192829743759,20.5253456221198,4.32978723404255,4.47321428571429,0,0,0,0,0,0,0,0,0.0477301496932484,-0.0888767843541404,0.147810808886583,0.0156158137932766
3.34042553191489,0.853982300884956,31.8717948717949,24.6595744680851,26.8670520231214,23.2183908045977,1.09360446228681,1.16647631549252,21.4337899543379,3.6,7.08080808080808,0,0,0,0,0,0,0,0,-0.0124019977251863,-0.0393855276582168,-0.179277399032385,-0.120465525686118
1.77777777777778,1.01941747572816,45.0882352941176,32.5753424657534,29.1077844311377,25.1867469879518,1.69371146342847,1.08583195663037,22.4474885844749,13,6.06666666666667,1,1,0,0,0,0,0,0,0.784480872181274,-0.0230092460315584,0.434544415798889,0.189733610359175
1.79166666666667,2.45679012345679,34.2083333333333,37.4615384615385,30.6715328467153,27.1288343558282,1.08312730028944,1.71138754057819,23.9469026548673,4.2,9.58536585365854,0,0,1,0,0,0,0,0,-0.11721900807646,0.644063055220826,-0.606932007936972,-0.174960078611595
1.79166666666667,0.490196078431373,25.7256097560976,34.3698630136986,34,30.4516129032258,1.10765052012311,1.1388684131091,24.9464285714286,4.5625,3.74285714285714,0,0,0,0,0,0,0,0,-0.408893844328381,-0.0443742725790443,0.022591894635782,-0.0042477003383434
1.80536912751678,0.525714285714286,24.9829545454545,30.1845238095238,29.3541666666667,33.0878378378378,1.21733316738258,1.03208569016205,26.4372093023256,7.14545454545455,3.2741935483871,0,0,0,0,0,0,0,0,-0.071243268512422,-0.146666487276486,0.242841690123094,0.039515159436806
0.974358974358974,0.801104972375691,28.6326530612245,30.6687116564417,35.7029702970297,33.8951048951049,1.07033701451594,1.03348077838028,27.4647887323944,5.57142857142857,2.875,0,0,0,0,0,0,1,0,-0.305990564945744,-0.163632612270369,0.0653681966753476,0.0275264330999891
2.67441860465116,0.526086956521739,32.5277777777778,31.3856209150327,35.0086956521739,33.5689655172414,1.04225981667885,1.25201559035074,28.0490196078431,4.78813559322034,5.25,0,0,1,0,0,0,0,0,-0.0881029333297978,-0.053427504019411,-0.253655177293201,-0.0254031010012737
