FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
0.55,1,6.36111111111111,6.02631578947368,7.35526315789474,6.88,0.475,1.5,1.57894736842105,2.8695652173913,0,0,0,0,0,0,0,-0.116810331250635,0.302663261728498,-0.745521449105833,-0.888888888888889
1.02020202020202,0,6.71428571428571,6.21794871794872,8.10975609756098,7.75609756097561,0.635151940970906,0.728519829316793,2.1,2.54,0,0,0,0,0,0,0,-0.293791789311956,-0.248002239623357,0.0258033963556202,0.111111111111111
1,0,7.23529411764706,6.21794871794872,8.56179775280899,8.26966292134832,1.10585955590654,0.918403546936156,4.97142857142857,4.48214285714286,0,0,0,0,0,0,0,0.0518214640810905,-0.12132610758983,0.166507447271539,0.0761328062208144
1.72,1,7.47619047619048,6.96551724137931,9.16666666666667,8.72916666666667,1.27146321022932,0.967780826823216,6.41052631578947,4.52808988764045,0,0,0,0,0,0,0,-0.0379694010260981,-0.216966456975305,0.395348261006111,0.335777819176783
1.064,1,7.89795918367347,7.59782608695652,9.27835051546392,9.54455445544554,0.92358692855638,1.08314058377608,4.97402597402597,6.36263736263736,0,0,0,0,0,0,0,-0.261986199396565,-0.381041030818193,-0.346557900486642,-0.394444444444444
1,1,8.57446808510638,8.67592592592593,9.63917525773196,10.4913793103448,1.41023480256713,0.953711876334612,6.97701149425287,4.72549019607843,0,0,0,0,0,0,0,0.185853118661295,-0.244287301348094,0.584030150534567,0.354094109733207
1.6875,2,8.47058823529412,9.80869565217391,10.1792452830189,10.4,0.916592200957956,1.21779784173739,5.25373134328358,9.09677419354839,0,0,0,0,0,0,0,-0.260346313390917,0.134562191176969,-0.538982374398833,-0.625
0.5,0,8.11578947368421,9.54700854700855,10.5272727272727,10.6465517241379,0.91562419882981,1.26302431782609,3.85416666666667,7.62962962962963,0,0,0,0,0,0,0,-0.234496519519932,-0.0222301645705825,-0.440139231861119,-0.469093406593407
0.622222222222222,0,8.3265306122449,9.23478260869565,10.8018018018018,11.2231404958678,0.761766610007501,0.974331422852066,3.34042553191489,4.59615384615385,0,0,0,0,0,0,0,-0.432397697016955,-0.217166332062839,-0.215418893377775,-0.0485491799069385
0.622222222222222,1,9.93258426966292,9.68141592920354,10.904347826087,11.6507936507937,0.966128905855495,0.894348326569452,5.18867924528302,6.36263736263736,0,0,0,0,0,0,0,-0.248848731700603,-0.271299119889089,0.106283626417355,-0.0305267619430247
0.622222222222222,1,12.2,9.42016806722689,10.8141592920354,11.464,1.31876965350382,0.885016958937862,6.41052631578947,4.72549019607843,0,0,0,0,0,0,0,0.411032693481088,-0.22085258106065,0.665176572808104,0.167330591891844
0.555555555555556,1,11.1481481481481,10.2033898305085,15.4810126582278,11.5396825396825,0.901421383839407,1.75253618066388,4.80281690140845,8.73469387755102,0,0,0,0,0,0,0,-0.264469580598613,0.0923310391611382,-0.901662042508724,-0.259319008409632
2.43478260869565,3,9.50467289719626,9.70731707317073,17.9275362318841,14.7714285714286,0.856838252078315,0.878584873568151,4.21621621621622,5.325,0,0,0,0,0,0,0,-0.719735739431645,-0.26962830325017,-0.200514378002197,-0.0209026987998449
1.2972972972973,1,15,10.0983606557377,17.1794871794872,16.4257425742574,0.976555643488588,0.785711137649316,5.325,3.71428571428571,0,0,0,0,0,0,0,-0.551724137931034,-0.609084107823917,0.23274854501843,0.032116538628103
2.38666666666667,0,32.8235294117647,10.5968992248062,13.6842105263158,17.0192307692308,1.91192514657988,0.898378996428333,5.80701754385965,5.09090909090909,0,0,0,0,0,0,0,1.24376535773595,-0.231719042274836,1.03598484848485,0.0183098707290173
1.07692307692308,2,24.6923076923077,10.984962406015,15.6142857142857,21.4722222222222,1.32022086153102,0.875392680077301,8.35593220338983,5.39130434782609,1,0,0,0,0,0,0,-0.0731711473932275,-0.333537533873943,0.491098699095023,0.0930060780030653
3.36,0,15.8,19.5423728813559,16.3115942028986,24.6625,1.04181631391965,0.81195276658591,5.52,3.36363636363636,0,0,0,0,0,0,0,-0.282786331237735,-0.569129923285223,0.248862666910653,0.0690708397378911
1.57894736842105,0,15.6528925619835,26.7049180327869,21.695652173913,23.7323943661972,1.08811092562588,1.59186951818747,7.01176470588235,8.64285714285714,0,0,0,0,0,0,0,-0.150411385962402,0.31722393103972,-0.469796483540888,-0.00367384888327096
1.81176470588235,3,22.1234567901235,23.84,29.1764705882353,19.1101694915254,1.00566143088358,1.11573435473615,4.90697674418605,9.16666666666667,0,0,0,0,0,0,0,-0.411738907920549,-0.0731147376332921,-0.202403314286115,-0.129752085866623
1.75961538461538,1,26.8915662650602,22.5092592592593,32.3181818181818,22.1456310679612,1.06847898586063,1.16066567792997,3.875,10.6666666666667,0,0,0,0,0,0,0,-0.295796619310948,-0.0608251534839192,-0.0895055370770572,-0.212338202826887
1.13432835820896,2,25.5,25.3,28.2857142857143,24.6415094339623,1.11763951223868,1.10307037478778,10.6875,3.25,1,0,0,0,0,1,0,-0.0944617399994076,-0.169781783194534,0.0946472217860678,0.270521667806643
2.38666666666667,1,23.6893203883495,25.4424778761062,27.6952380952381,29.7349397590361,1.21373986001136,1.10733683760465,6.86666666666667,7.66666666666667,0,0,0,1,0,0,0,-0.284902799036457,-0.137682904188018,0.12658361404175,-0.055224840230808
1.04761904761905,2,25.2403846153846,26.7909090909091,29.2589285714286,35.0135135135135,1.0940088219971,1.02256753292271,5.85,6.07547169811321,0,0,0,0,0,0,0,-0.197537307936488,-0.295942187097165,0.0526191374493036,-0.0047412301609884
1.75700934579439,1,28.8,25.9090909090909,24.6027397260274,36.6216216216216,1.05169001329396,0.910531214780744,4.26666666666667,4.64285714285714,0,0,0,0,0,0,0,-0.243668379284105,-0.417279126802961,0.191358099515453,0.0043883938060987
1.81176470588235,0,34.3898305084746,30,22.5,31.8571428571429,1.87432763972832,1.08589516459434,11.7333333333333,3.73333333333333,0,0,0,0,0,1,0,0.908904911673866,-0.182741134220503,0.656858712186664,0.156060486016158
1.81176470588235,0,30.4509803921569,34.9852941176471,29.48,28.0961538461538,1.03375373338213,1.45187510404423,4.46153846153846,7.90476190476191,0,0,1,0,0,0,0,-0.275468080682909,0.288755485528719,-0.44348024204655,-0.0899968601840973
1.81176470588235,0,27.4105263157895,31.0806451612903,38.7352941176471,30.5,0.952485117052257,1.08358370226493,6.25,3.8,0,0,0,0,0,1,0,-0.320512159275067,-0.21804194383291,-0.171833091904661,0.0367325976749219
1.81176470588235,0,26.265306122449,29.8598130841122,41.3692307692308,32.8556701030928,0.894663247475775,1.10950554055752,7.09183673469388,5.65476190476191,0,0,0,0,0,0,0,-0.560889915450001,-0.188296357144169,-0.247182878454513,0.024371423796714
1.75961538461538,0,29.1046511627907,30.8333333333333,39.2459016393443,34.6703296703297,1.08744342680498,1.16243945353246,5.97029702970297,6.171875,0,0,0,0,0,0,0,-0.240905405494686,-0.16498907762606,-0.0945356297366782,0.00117434833706288
1.064,1,30.875,33.2117647058824,30.3333333333333,33.5172413793103,1.0815643045702,1.24145621159498,4.28571428571429,8.06451612903226,0,0,0,0,0,0,0,-0.30846483371438,-0.0618076954079327,-0.0433367509683299,-0.0185072503330625
0.97979797979798,1,57.8,31.4375,21.9565217391304,37.5084745762712,2.18377427793535,1.09493311376537,13.1666666666667,6.03333333333333,1,1,0,0,0,0,0,1.35297518216773,-0.200757393478817,1.0375,0.0645011593735466
0.551020408163265,0,36.5714285714286,30.8387096774194,29.2903225806452,42.0535714285714,1.10713828078411,1.04262647037233,6.5,3.11764705882353,0,0,0,0,0,1,0,-0.0543592272218505,-0.364638499572201,0.0683006535947713,0.0623239904774695
2.43478260869565,0,33.3269230769231,31.6413043478261,36.1123595505618,39.4705882352941,1.11836547682286,1.09548175507628,5.44545454545455,5.57142857142857,0,0,0,0,0,0,0,-0.0730051056878425,-0.176766464665041,0.104106742574205,-0.00824843990484749
1.04761904761905,1,34.1914893617021,31.5882352941176,36.4022988505747,36.8311688311688,1.49592236413947,1.09884452980523,5.86363636363636,5.5609756097561,0,0,1,0,0,0,0,0.0161992821705017,-0.19262837995325,0.33809269636409,0.00867922451873867
1.72,1,32.695652173913,30.675,47.25,37.1643835616438,1.06047448492956,1.106577299795,5.95081967213115,7.46052631578947,0,0,0,0,0,0,0,-0.222516873066692,-0.220255963457951,0.0128907548443073,-0.00395320596589224
1.02884615384615,0,33.88,31,58,39.2571428571429,0.965829269649771,1.119168605939,8.35593220338983,5.9,0,0,0,0,0,0,0,-0.560988118325368,-0.130337457187552,-0.192667336856766,0.0321916115614868
1.6875,1,45,86,61,42.75,1.16228070175439,2.18421052631579,4.22222222222222,13,0,0,0,0,0,0,0,-0.217851102049099,1.17595667636867,-0.78501038791419,-0.0576707099352375
0.531645569620253,0,1.85714285714286,0,4.16666666666667,0,0.126923076923077,0,1.63636363636364,0,0,0,0,0,0,0,0,-0.134415733586322,-0.190725508116812,0.0259955898869464,0.00957239838404677
1.04545454545455,2,6,5.95945945945946,7.24,6.88,0.475,0.5125,1.57894736842105,2.05882352941176,0,0,0,0,0,0,0,-0.116810331250635,-0.123146833042816,0.064233846760032,0.00813346193489256
