index,value
0,7.755244755244765
1,8.720279720279724
2,9.561771561771563
3,10.24941724941725
4,10.752913752913756
5,11.041958041958072
6,10.510489510489538
7,10.16317016317019
8,11.039627039627069
9,9.799533799533826
10,9.020979020979045
11,8.006993006993028
12,7.053613053613073
13,7.249417249417268
14,8.095571095571117
15,8.216783216783238
16,8.76689976689979
17,8.969696969696994
18,9.939393939393966
19,9.32634032634035
20,9.776223776223802
21,10.006993006993035
22,9.391608391608417
23,8.75757575757578
24,8.34731934731937
25,7.662004662004682
26,6.769230769230787
27,6.2354312354312516
28,7.235431235431255
29,7.41025641025643
30,9.347319347319372
31,9.925407925407953
32,10.153846153846182
33,9.902097902097928
34,9.692307692307718
35,9.435897435897461
36,7.645687645687666
37,7.344988344988364
38,7.109557109557128
39,6.2727272727272885
40,7.237762237762256
41,7.093240093240112
42,7.703962703962723
43,8.78787878787881
44,10.088578088578116
45,10.827505827505856
46,9.946386946386973
47,9.032634032634057
48,8.675990675990699
49,7.606060606060625
50,6.659673659673676
51,6.449883449883466
52,7.016317016317035
53,7.881118881118901
54,8.811188811188835
55,9.314685314685338
56,8.962703962703985
57,9.2750582750583
58,11.00000000000003
59,10.953379953379983
60,11.041958041958072
61,10.456876456876486
62,10.195804195804223
63,10.16317016317019
64,9.706293706293732
65,9.058275058275083
66,8.489510489510511
67,10.107226107226133
68,10.82051282051285
69,11.575757575757606
70,11.489510489510518
71,9.659673659673684
72,9.482517482517508
73,8.759906759906784
74,6.932400932400951
75,6.738927738927757
76,6.018648018648035
77,6.703962703962722
78,7.19114219114221
79,8.004662004662025
80,8.73659673659676
81,9.102564102564127
82,8.734265734265758
83,8.242424242424264
84,8.242424242424264
85,9.030303030303054
86,7.916083916083936
87,7.538461538461558
88,7.379953379953399
89,6.811188811188829
90,7.643356643356663
91,8.181818181818205
92,7.512820512820532
93,7.543123543123563
94,7.9277389277389485
95,8.61771561771564
96,8.191142191142212
97,7.303030303030322
98,7.634032634032653
99,7.326340326340345
100,8.533799533799556
101,9.030303030303054
102,8.24941724941727
103,7.974358974358996
104,6.904428904428922
105,7.69930069930072
106,6.773892773892792
107,7.132867132867151
108,7.72960372960375
109,7.144522144522163
110,7.902097902097923
111,8.473193473193495
112,8.261072261072282
113,8.599067599067622
114,7.57109557109559
115,7.778554778554799
116,6.26340326340328
117,6.505827505827522
118,4.923076923076936
119,5.289044289044302
120,6.857808857808875
121,9.062937062937088
122,9.962703962703989
123,10.1724941724942
124,9.23310023310026
125,8.902097902097925
126,7.692307692307712
127,6.827505827505845
128,5.741258741258756
129,7.846153846153866
130,8.832167832167855
131,10.03263403263406
132,9.615384615384642
133,8.62703962703965
134,7.862470862470883
135,7.165501165501183
136,6.435897435897452
137,5.85547785547787
138,6.139860139860156
139,8.531468531468555
140,9.440559440559467
141,10.018648018648046
142,10.778554778554808
143,11.706293706293739
144,11.184149184149213
145,9.799533799533826
146,9.923076923076948
147,9.468531468531493
148,9.284382284382309
149,10.449883449883478
150,9.685314685314712
151,9.289044289044314
152,9.981351981352008
153,9.557109557109582
154,8.557109557109579
155,8.284382284382307
156,8.729603729603753
157,8.50815850815853
158,8.044289044289066
159,9.06526806526809
160,8.967365967365991
161,8.848484848484873
162,9.617715617715643
163,9.522144522144547
164,9.079254079254103
165,7.9463869463869665
166,7.452214452214472
167,6.2703962703962866
168,5.582750582750597
169,5.986013986014002
170,6.494172494172512
171,7.599067599067618
172,8.801864801864825
173,8.890442890442914
174,7.941724941724963
175,7.484848484848504
176,7.037296037296056
177,6.764568764568782
178,7.207459207459227
179,7.130536130536149
180,7.5967365967366165
181,7.923076923076945
182,7.428904428904449
183,7.678321678321698
184,6.986013986014004
185,7.086247086247105
186,6.5687645687645855
187,7.039627039627058
188,7.657342657342678
189,7.529137529137549
190,6.967365967365986
191,7.62004662004664
192,8.778554778554803
193,11.004662004662034
194,10.606060606060634
195,11.515151515151546
196,11.783216783216815
197,11.242424242424272
198,10.571095571095599
199,9.867132867132893
200,9.459207459207484
201,9.261072261072286
202,9.181818181818205
203,9.328671328671353
204,9.22610722610725
205,10.720279720279748
206,10.475524475524503
207,9.88344988344991
208,9.179487179487204
209,8.778554778554803
210,8.706293706293728
211,7.398601398601418
212,7.032634032634052
213,5.771561771561787
214,6.137529137529153
215,7.284382284382304
216,6.589743589743607
217,8.023310023310044
218,8.832167832167857
219,8.699300699300721
220,10.689976689976717
221,11.771561771561801
222,13.107226107226143
223,11.806526806526838
224,11.916083916083949
225,11.403263403263434
226,9.66433566433569
227,9.048951048951073
228,7.965034965034985
229,6.827505827505846
230,7.0046620046620225
231,7.876456876456897
232,8.682983682983707
233,8.554778554778578
234,9.783216783216808
235,9.191142191142216
236,8.505827505827527
237,8.43822843822846
238,8.503496503496526
239,7.972027972027993
240,8.205128205128227
241,8.515151515151539
242,7.109557109557128
243,7.566433566433586
244,7.205128205128224
245,7.7365967365967565
246,8.613053613053635
247,10.757575757575786
248,11.449883449883481
249,11.888111888111919
250,12.706293706293739
251,11.766899766899797
252,9.771561771561796
253,10.277389277389304
254,9.219114219114243
255,10.31235431235434
256,11.142191142191173
257,10.708624708624736
258,10.69230769230772
259,11.177156177156206
260,12.02797202797206
261,11.836829836829867
262,10.762237762237792
263,10.818181818181845
264,10.613053613053642
265,10.568764568764596
266,10.020979020979048
267,7.393939393939413
268,7.314685314685333
269,7.939393939393961
270,8.825174825174848
271,9.454545454545478
272,8.979020979021001
273,9.678321678321705
274,10.484848484848513
275,10.181818181818208
276,9.317016317016341
277,7.571095571095591
278,6.843822843822862
279,6.997668997669016
280,7.027972027972046
281,8.016317016317037
282,7.29137529137531
283,7.538461538461559
284,6.617715617715635
285,6.356643356643373
286,6.072261072261088
287,6.226107226107242
288,6.713286713286731
289,6.995337995338014
290,7.391608391608411
291,8.109557109557132
292,7.23076923076925
293,7.2121212121212315
294,6.156177156177172
295,6.198135198135215
296,6.100233100233115
297,6.743589743589761
298,7.303030303030322
299,6.974358974358993
300,8.069930069930091
301,7.790209790209811
302,7.543123543123562
303,8.121212121212142
304,7.745920745920766
305,8.948717948717974
306,9.552447552447578
307,10.21445221445224
308,10.447552447552475
309,11.102564102564132
310,11.398601398601429
311,10.28205128205131
312,9.312354312354337
313,8.72727272727275
314,9.006993006993032
315,9.84382284382287
316,9.498834498834523
317,8.314685314685335
318,8.214452214452235
319,8.73659673659676
320,8.153846153846175
321,8.24941724941727
322,7.946386946386967
323,8.221445221445244
324,9.356643356643382
325,9.39393939393942
326,8.860139860139883
327,7.482517482517502
328,6.6829836829837
329,6.132867132867149
330,6.1841491841492005
331,6.839160839160857
332,6.841491841491859
333,6.890442890442909
334,7.265734265734285
335,7.354312354312373
336,7.065268065268085
337,6.897435897435916
338,6.256410256410272
339,6.806526806526824
340,8.146853146853168
341,8.025641025641047
342,8.100233100233122
343,8.64801864801867
344,9.508158508158534
345,10.065268065268093
346,10.128205128205154
347,10.431235431235459
348,9.834498834498861
349,10.314685314685342
350,10.079254079254106
351,9.703962703962729
352,10.400932400932428
353,11.41958041958045
354,11.442890442890473
355,11.146853146853177
356,11.072261072261103
357,10.568764568764596
358,9.517482517482541
359,8.480186480186504
360,7.321678321678341
361,6.876456876456894
362,7.069930069930089
363,7.079254079254097
364,7.172494172494191
365,7.645687645687666
366,8.529137529137552
367,8.475524475524498
368,8.722610722610746
369,7.72960372960375
370,6.930069930069948
371,7.573426573426593
372,8.326340326340347
373,8.710955710955734
374,9.319347319347344
375,9.706293706293732
376,9.470862470862496
377,9.265734265734292
378,8.713286713286736
379,7.207459207459227
380,6.417249417249433
381,6.827505827505846
382,6.069930069930086
383,5.787878787878803
384,5.482517482517497
385,5.207459207459221
386,4.377622377622389
387,4.885780885780898
388,5.372960372960387
389,6.163170163170179
390,7.708624708624729
391,8.818181818181841
392,9.69463869463872
393,10.205128205128233
394,10.254079254079281
395,10.095571095571122
396,10.386946386946414
397,10.41258741258744
398,11.000000000000028
399,10.49184149184152
400,10.54312354312357
401,9.832167832167858
402,8.515151515151537
403,6.249417249417265
404,5.109557109557123
405,5.24708624708626
406,6.454545454545471
407,6.29370629370631
408,7.547785547785567
409,7.662004662004682
410,8.14918414918417
411,9.501165501165527
412,9.384615384615408
413,8.279720279720301
414,8.606060606060629
415,9.855477855477881
416,10.135198135198163
417,9.48484848484851
418,9.419580419580445
419,8.426573426573448
420,8.941724941724965
421,9.708624708624734
422,8.652680652680676
423,7.731934731934752
424,7.923076923076943
425,7.533799533799553
426,7.820512820512842
427,7.284382284382303
428,7.114219114219133
429,6.596736596736614
430,7.594405594405615
431,8.055944055944078
432,7.7179487179487385
433,7.780885780885801
434,8.135198135198156
435,8.454545454545476
436,9.561771561771586
437,9.80419580419583
438,10.137529137529164
439,10.431235431235459
440,10.160839160839188
441,10.995337995338025
442,9.39627039627042
443,9.032634032634057
444,8.013986013986035
445,8.114219114219136
446,7.750582750582771
447,8.172494172494194
448,9.018648018648044
449,9.59440559440562
450,9.522144522144547
451,9.543123543123567
452,9.249417249417274
453,8.533799533799556
454,8.15850815850818
455,8.519813519813543
456,7.878787878787898
457,8.10722610722613
458,9.706293706293732
459,9.806526806526833
460,9.50582750582753
461,9.431235431235457
462,10.463869463869491
463,9.277389277389302
464,8.78787878787881
465,8.072261072261094
466,8.522144522144544
467,9.107226107226131
468,9.592074592074617
469,9.365967365967391
470,8.969696969696994
471,9.631701631701658
472,9.277389277389302
473,7.048951048951068
474,6.286713286713303
475,6.3566433566433735
476,8.655011655011677
477,8.440559440559461
478,8.554778554778578
479,9.410256410256435
480,10.68065268065271
481,11.38927738927742
482,10.876456876456906
483,9.449883449883476
484,10.083916083916112
485,9.981351981352006
486,10.853146853146882
487,9.18414918414921
488,8.263403263403285
489,8.268065268065289
490,9.072261072261096
491,9.011655011655035
492,8.571095571095594
493,8.757575757575779
494,9.319347319347344
495,10.571095571095599
496,10.4708624708625
497,9.025641025641049
498,8.235431235431257
499,7.916083916083937
500,8.305361305361327
501,7.489510489510509
502,6.4452214452214625
503,7.219114219114237
504,7.1818181818182
505,8.466200466200489
506,8.242424242424264
507,7.079254079254098
508,6.881118881118899
509,7.0559440559440745
510,7.4755244755244945
511,7.5431235431235635
512,7.107226107226126
513,7.694638694638715
514,7.827505827505847
515,8.40792540792543
516,8.56876456876459
517,8.165501165501187
518,8.496503496503518
519,9.66433566433569
520,10.587412587412617
521,11.244755244755275
522,10.498834498834526
523,10.221445221445247
524,9.888111888111915
525,9.037296037296061
526,8.641025641025664
527,7.552447552447573
528,7.5454545454545645
529,7.906759906759928
530,8.720279720279743
531,9.405594405594432
532,9.263403263403289
533,10.270396270396297
534,10.82051282051285
535,10.808857808857837
536,10.783216783216812
537,9.731934731934757
538,8.55710955710958
539,7.023310023310041
540,6.529137529137546
541,5.529137529137543
542,4.722610722610734
543,5.062937062937076
544,6.1491841491841654
545,6.564102564102582
546,8.680652680652704
547,9.475524475524502
548,9.65501165501168
549,9.573426573426598
550,9.403263403263427
551,8.342657342657365
552,7.240093240093259
553,6.230769230769248
554,6.1655011655011815
555,4.883449883449896
556,6.160839160839178
557,6.331002331002348
558,7.034965034965054
559,6.967365967365986
560,7.515151515151534
561,7.745920745920767
562,7.340326340326359
563,7.685314685314705
564,7.118881118881138
565,6.839160839160858
566,7.606060606060626
567,7.009324009324029
568,6.6736596736596905
569,6.030303030303046
570,5.568764568764584
571,6.275058275058292
572,6.310023310023327
573,6.650349650349668
574,6.26340326340328
575,7.293706293706313
576,7.715617715617736
577,7.811188811188832
578,8.331002331002352
579,8.076923076923098
580,6.993006993007011
581,7.75990675990678
582,7.505827505827526
583,7.652680652680673
584,7.214452214452233
585,7.13053613053615
586,6.818181818181836
587,7.144522144522163
588,6.829836829836848
589,6.209790209790226
590,5.636363636363651
591,5.419580419580434
592,4.883449883449896
593,4.916083916083929
594,4.5617715617715735
595,5.261072261072275
596,5.997668997669013
597,6.794871794871813
598,6.8111888111888295
599,7.037296037296057
600,7.69930069930072
601,7.244755244755264
602,6.237762237762254
603,6.256410256410272
604,6.874125874125893
605,8.090909090909111
606,8.892773892773917
607,8.832167832167855
608,8.953379953379978
609,8.80652680652683
610,9.21445221445224
611,9.328671328671353
612,8.741258741258765
613,9.39393939393942
614,8.480186480186504
615,8.701631701631724
616,7.930069930069951
617,7.41025641025643
618,7.188811188811208
619,6.874125874125893
620,5.867132867132883
621,6.282051282051299
622,6.407925407925425
623,7.233100233100252
624,5.806526806526821
625,6.930069930069948
626,7.76923076923079
627,8.531468531468555
628,8.631701631701654
629,8.235431235431257
630,7.68997668997671
631,7.878787878787898
632,7.857808857808878
633,8.333333333333355
634,7.505827505827526
635,9.079254079254103
636,10.505827505827533
637,10.431235431235459
638,10.804195804195832
639,10.524475524475552
640,10.020979020979048
641,9.650349650349675
642,9.347319347319372
643,8.724941724941747
644,7.433566433566453
645,8.08857808857811
646,8.03729603729606
647,8.244755244755266
648,9.23543123543126
649,9.053613053613077
650,8.813519813519836
651,9.254079254079278
652,9.967365967365994
653,9.78321678321681
654,8.981351981352006
655,8.818181818181841
656,8.142191142191164
657,7.589743589743609
658,7.834498834498855
659,6.972027972027989
660,7.941724941724962
661,9.365967365967391
662,10.456876456876484
663,10.524475524475552
664,10.480186480186509
665,10.48251748251751
666,9.710955710955735
667,8.862470862470886
668,8.512820512820536
669,7.303030303030322
670,8.356643356643378
671,8.580419580419603
672,8.675990675990699
673,9.349650349650375
674,10.230769230769258
675,10.025641025641054
676,8.909090909090931
677,8.22843822843825
678,7.808857808857829
679,6.762237762237779
680,6.948717948717967
681,7.89976689976692
682,8.881118881118905
683,10.296037296037323
684,10.578088578088607
685,10.349650349650377
686,9.708624708624734
687,8.832167832167855
688,8.421911421911442
689,8.321678321678345
690,8.237762237762258
691,8.440559440559463
692,8.044289044289066
693,9.04428904428907
694,9.372960372960398
695,9.685314685314712
696,8.515151515151539
697,8.403263403263425
698,8.379953379953403
699,8.314685314685336
700,7.114219114219132
701,7.585081585081604
702,7.662004662004682
703,8.699300699300721
704,10.055944055944082
705,10.081585081585107
706,10.20279720279723
707,10.470862470862498
